iteration,owner_loss,other_loss,u1,u2,u3
0,0.6,0.6,8854.0,7615.0,6405.0
0,0.6,0.61,8937.0,7633.0,6449.0
0,0.6,0.62,9022.0,7651.0,6493.0
0,0.6,0.63,9108.0,7670.0,6539.0
0,0.6,0.64,9128.0,7683.0,6660.0
0,0.6,0.65,9203.0,7697.0,6727.0
0,0.6,0.66,9422.0,7396.0,7057.0
0,0.6,0.6699999999999999,9217.0,7943.0,6893.0
0,0.6,0.6799999999999999,9276.0,8037.0,6957.0
0,0.6,0.69,8817.0,7965.0,7588.0
0,0.6,0.7,8865.0,8026.0,7703.0
0,0.6,0.71,8532.0,7948.0,8189.0
0,0.6,0.72,10200.0,8151.0,7442.0
0,0.6,0.73,10202.0,8240.0,7560.0
0,0.6,0.74,10205.0,8338.0,7670.0
0,0.6,0.75,10210.0,8436.0,7781.0
0,0.6,0.76,9659.0,8544.0,8098.0
0,0.6,0.77,9640.0,8655.0,8487.0
0,0.6,0.78,9625.0,8767.0,8607.0
0,0.6,0.79,10254.0,8869.0,8222.0
0,0.6,0.8,10378.0,10008.0,8489.0
0,0.6,0.81,10473.0,10103.0,8863.0
0,0.6,0.8200000000000001,11842.0,10066.0,9006.0
0,0.6,0.8300000000000001,11928.0,10132.0,9182.0
0,0.6,0.8400000000000001,12016.0,10200.0,9360.0
0,0.6,0.8500000000000001,12106.0,10257.0,9616.0
0,0.6,0.8600000000000001,11777.0,10317.0,9861.0
0,0.6,0.8700000000000001,12748.0,10741.0,10122.0
0,0.6,0.88,12974.0,10941.0,10098.0
0,0.6,0.89,12544.0,11245.0,10210.0
0,0.6,0.9,12730.0,10262.0,10487.0
1,0.61,0.6,8855.0,7626.0,6398.0
1,0.61,0.61,8939.0,7644.0,6442.0
1,0.61,0.62,9024.0,7662.0,6487.0
1,0.61,0.63,9111.0,7680.0,6533.0
1,0.61,0.64,9198.0,7699.0,6580.0
1,0.61,0.65,9218.0,7711.0,6703.0
1,0.61,0.66,9295.0,7725.0,6829.0
1,0.61,0.6699999999999999,10305.0,7973.0,7102.0
1,0.61,0.6799999999999999,9312.0,8033.0,6936.0
1,0.61,0.69,8891.0,7958.0,7539.0
1,0.61,0.7,8939.0,8019.0,7655.0
1,0.61,0.71,10279.0,8003.0,7320.0
1,0.61,0.72,10279.0,8094.0,7434.0
1,0.61,0.73,10281.0,8191.0,7542.0
1,0.61,0.74,10284.0,8289.0,7652.0
1,0.61,0.75,10289.0,8387.0,7763.0
1,0.61,0.76,9761.0,8530.0,8288.0
1,0.61,0.77,9741.0,8632.0,8420.0
1,0.61,0.78,9725.0,8734.0,8550.0
1,0.61,0.79,10315.0,8882.0,8194.0
1,0.61,0.8,10440.0,9991.0,8480.0
1,0.61,0.81,10535.0,10085.0,8856.0
1,0.61,0.8200000000000001,11871.0,10060.0,8995.0
1,0.61,0.8300000000000001,11958.0,10125.0,9171.0
1,0.61,0.8400000000000001,12047.0,10194.0,9347.0
1,0.61,0.8500000000000001,12137.0,10250.0,9603.0
1,0.61,0.8600000000000001,11827.0,10309.0,9846.0
1,0.61,0.8700000000000001,12275.0,9940.0,10206.0
1,0.61,0.88,13006.0,10921.0,10091.0
1,0.61,0.89,12616.0,11197.0,10188.0
1,0.61,0.9,12710.0,10981.0,10315.0
2,0.62,0.6,8858.0,7637.0,6392.0
2,0.62,0.61,8942.0,7655.0,6435.0
2,0.62,0.62,9028.0,7672.0,6480.0
2,0.62,0.63,9115.0,7690.0,6526.0
2,0.62,0.64,9203.0,7708.0,6573.0
2,0.62,0.65,9292.0,7727.0,6659.0
2,0.62,0.66,9312.0,7739.0,6812.0
2,0.62,0.6699999999999999,9391.0,7793.0,6893.0
2,0.62,0.6799999999999999,10396.0,8010.0,7161.0
2,0.62,0.69,8970.0,7952.0,7490.0
2,0.62,0.7,10361.0,7855.0,7201.0
2,0.62,0.71,10360.0,7948.0,7309.0
2,0.62,0.72,10360.0,8045.0,7416.0
2,0.62,0.73,10362.0,8142.0,7524.0
2,0.62,0.74,10365.0,8240.0,7634.0
2,0.62,0.75,10369.0,8338.0,7745.0
2,0.62,0.76,9867.0,8518.0,8209.0
2,0.62,0.77,9845.0,8619.0,8342.0
2,0.62,0.78,9827.0,8720.0,8473.0
2,0.62,0.79,10415.0,9914.0,8346.0
2,0.62,0.8,10504.0,9973.0,8471.0
2,0.62,0.81,10599.0,10067.0,8849.0
2,0.62,0.8200000000000001,11901.0,10053.0,8984.0
2,0.62,0.8300000000000001,11989.0,10118.0,9160.0
2,0.62,0.8400000000000001,12079.0,10187.0,9335.0
2,0.62,0.8500000000000001,12171.0,10242.0,9589.0
2,0.62,0.8600000000000001,11879.0,10300.0,9830.0
2,0.62,0.8700000000000001,12815.0,10711.0,10096.0
2,0.62,0.88,13041.0,10900.0,10083.0
2,0.62,0.89,12691.0,11147.0,10176.0
2,0.62,0.9,12266.0,10923.0,10556.0
3,0.63,0.6,8986.0,7646.0,6262.0
3,0.63,0.61,8947.0,7665.0,6428.0
3,0.63,0.62,9033.0,7682.0,6473.0
3,0.63,0.63,9120.0,7700.0,6519.0
3,0.63,0.64,9209.0,7717.0,6566.0
